League,Team,Season,Player
france,AC Ajaccio,2012,andy delort
france,AC Ajaccio,2012,anthony lippini
france,AC Ajaccio,2012,carl medjani
france,AC Ajaccio,2012,felipe saad
france,AC Ajaccio,2012,guillermo ochoa
france,AC Ajaccio,2012,johan cavalli
france,AC Ajaccio,2012,mehdi mostefa
france,AC Ajaccio,2012,paul lasne
france,AC Ajaccio,2012,samuel bouhours
italy,AC Milan,2012,alberto aquilani
italy,AC Milan,2012,antonio nocerino
italy,AC Milan,2012,daniele bonera
italy,AC Milan,2012,ignazio abate
italy,AC Milan,2012,marco amelia
italy,AC Milan,2012,mathieu flamini
italy,AC Milan,2012,mattia de sciglio
italy,AC Milan,2012,stephan el shaarawy
italy,AC Milan,2012,taye taiwo
italy,AC Milan,2012,thiago silva
italy,AC Milan,2012,urby emanuelson
france,AJ Auxerre,2012,cyriaque rivieyran
france,AJ Auxerre,2012,dariusz dudka
france,AJ Auxerre,2012,willy boly
france,AJ Auxerre,2012,yaya sanogo
france,AS Nancy Lorraine,2012,benjamin jeannot
france,AS Nancy Lorraine,2012,benjamin moukandjo
france,AS Nancy Lorraine,2012,djamel bakar
france,AS Nancy Lorraine,2012,lionel cappone
france,AS Nancy Lorraine,2012,thomas mangani
france,AS Nancy Lorraine,2012,yohan mollo
italy,AS Roma,2012,aleandro rosi
italy,AS Roma,2012,bojan
italy,AS Roma,2012,daniele de rossi
italy,AS Roma,2012,david pizarro
italy,AS Roma,2012,erik lamela
italy,AS Roma,2012,fabio borini
italy,AS Roma,2012,federico viviani
italy,AS Roma,2012,fernando gago
italy,AS Roma,2012,francesco totti
italy,AS Roma,2012,junior tallo
italy,AS Roma,2012,leandro greco
italy,AS Roma,2012,maarten stekelenburg
italy,Atalanta,2012,andrea consigli
italy,Atalanta,2012,andrea masiello
italy,Atalanta,2012,carlos carmona
italy,Atalanta,2012,cristian raimondi
italy,Atalanta,2012,daniele capelli
italy,Atalanta,2012,ezequiel schelotto
italy,Atalanta,2012,federico peluso
italy,Atalanta,2012,giacomo bonaventura
italy,Atalanta,2012,guglielmo stendardo
italy,Atalanta,2012,guido marilungo
italy,Atalanta,2012,khouma babacar
italy,Atalanta,2012,luca cigarini
italy,Atalanta,2012,luca marrone
italy,Atalanta,2012,manolo gabbiadini
italy,Atalanta,2012,matteo brighi
spain,Athletic Bilbao,2012,fernando amorebieta
spain,Athletic Bilbao,2012,hugo fraile
spain,Athletic Bilbao,2012,keylor navas
spain,Atletico Madrid,2012,arda turan
spain,Atletico Madrid,2012,diego
spain,Atletico Madrid,2012,eduardo salvio
spain,Atletico Madrid,2012,falcao
spain,Atletico Madrid,2012,gabi
spain,Atletico Madrid,2012,miranda
spain,Atletico Madrid,2012,pizzi
spain,Atletico Madrid,2012,sergio asenjo
spain,Atletico Madrid,2012,thibaut courtois
spain,Atletico Madrid,2012,tiago
spain,Barcelona,2012,adriano
spain,Barcelona,2012,cristian tello
spain,Barcelona,2012,dani alves
spain,Barcelona,2012,david villa
spain,Barcelona,2012,ibrahim afellay
spain,Barcelona,2012,isaac cuenca
spain,Barcelona,2012,javier mascherano
spain,Barcelona,2012,jonathan dos santos
spain,Barcelona,2012,lionel messi
spain,Barcelona,2012,maxwell
spain,Barcelona,2012,pedro
spain,Barcelona,2012,portillo
spain,Barcelona,2012,sergi roberto
spain,Barcelona,2012,sergio busquets
germany,Bayer Leverkusen,2012,bastian oczipka
germany,Bayer Leverkusen,2012,bernd leno
germany,Bayer Leverkusen,2012,daniel schwaab
germany,Bayer Leverkusen,2012,danny da costa
germany,Bayer Leverkusen,2012,dominik kohr
germany,Bayer Leverkusen,2012,eren derdiyok
germany,Bayer Leverkusen,2012,fabian giefer
germany,Bayer Leverkusen,2012,gonzalo castro
germany,Bayer Leverkusen,2012,karim bellarabi
germany,Bayer Leverkusen,2012,lars bender
germany,Bayer Leverkusen,2012,michael ortega
germany,Bayer Leverkusen,2012,renato augusto
germany,Bayer Leverkusen,2012,sidney sam
germany,Bayer Leverkusen,2012,tranquillo barnetta
germany,Bayern Munich,2012,arjen robben
germany,Bayern Munich,2012,bastian schweinsteiger
germany,Bayern Munich,2012,david alaba
germany,Bayern Munich,2012,diego contento
germany,Bayern Munich,2012,holger badstuber
germany,Bayern Munich,2012,luiz gustavo
germany,Bayern Munich,2012,manuel neuer
germany,Bayern Munich,2012,nils petersen
germany,Bayern Munich,2012,philipp lahm
germany,Bayern Munich,2012,rafinha
germany,Bayern Munich,2012,takashi usami
germany,Bayern Munich,2012,toni kroos
italy,Bologna,2012,alessandro diamanti
italy,Bologna,2012,andrea raggi
italy,Bologna,2012,archimede morleo
italy,Bologna,2012,federico agliardi
italy,Bologna,2012,federico casarini
italy,Bologna,2012,ishak belfodil
italy,Bologna,2012,mikael antonsson
italy,Bologna,2012,nico pulzetti
italy,Bologna,2012,panagiotis kone
italy,Bologna,2012,rene krhin
italy,Bologna,2012,robert acquafresca
france,Bordeaux,2012,abdoulaye keita
france,Bordeaux,2012,anthony modeste
france,Bordeaux,2012,fahid ben khalfallah
france,Bordeaux,2012,florian marange
france,Bordeaux,2012,grzegorz krychowiak
france,Bordeaux,2012,henri saivet
france,Bordeaux,2012,mariano
france,Bordeaux,2012,yoan gouffran
germany,Borussia Dortmund,2012,felix kroos
germany,Borussia Dortmund,2012,henning hauger
germany,Borussia Dortmund,2012,marcel schmelzer
germany,Borussia Dortmund,2012,mats hummels
germany,Borussia Dortmund,2012,moritz leitner
germany,Borussia Dortmund,2012,robert lewandowski
germany,Borussia Dortmund,2012,roman weidenfeller
germany,Borussia Dortmund,2012,shinji kagawa
germany,Borussia Dortmund,2012,sven bender
germany,Borussia Monchengladbach,2012,alexander ring
germany,Borussia Monchengladbach,2012,dante
germany,Borussia Monchengladbach,2012,filip daems
germany,Borussia Monchengladbach,2012,joshua king
germany,Borussia Monchengladbach,2012,julian korb
germany,Borussia Monchengladbach,2012,lukas rupp
germany,Borussia Monchengladbach,2012,marco reus
germany,Borussia Monchengladbach,2012,matthias zimmermann
germany,Borussia Monchengladbach,2012,oscar wendt
germany,Borussia Monchengladbach,2012,patrick herrmann
germany,Borussia Monchengladbach,2012,tony jantschke
france,Brest,2012,adama ba
france,Brest,2012,ahmed kantari
france,Brest,2012,bruno grougi
france,Brest,2012,johan martial
france,Brest,2012,lionel cappone
france,Brest,2012,ousmane coulibaly
france,Brest,2012,paul baysse
france,Brest,2012,richard soumah
france,Brest,2012,santiago gentiletti
france,Brest,2012,steeve elana
france,Caen,2012,benjamin nivet
france,Caen,2012,ibrahima tandia
france,Caen,2012,lenny nangis
france,Caen,2012,livio nabab
france,Caen,2012,nicolas seube
france,Caen,2012,romain hamouma
france,Caen,2012,thomas heurtaux
italy,Cagliari,2012,albin ekdal
italy,Cagliari,2012,daniele dessena
italy,Cagliari,2012,davide astori
italy,Cagliari,2012,gabriele perico
italy,Cagliari,2012,lorenzo ariaudo
italy,Cagliari,2012,michael agazzi
italy,Cagliari,2012,moestafa el kabir
italy,Cagliari,2012,neto
italy,Cagliari,2012,nicola murru
italy,Cagliari,2012,radja nainggolan
italy,Cagliari,2012,sebastian eriksson
italy,Catania,2012,andrea catellani
italy,Catania,2012,cristian llama
italy,Catania,2012,giuseppe bellusci
italy,Catania,2012,gonzalo bergessio
italy,Catania,2012,juan pablo carrizo
italy,Catania,2012,marco motta
italy,Catania,2012,mariano izco
italy,Catania,2012,pablo barrientos
italy,Catania,2012,pablo ledesma
italy,Cesena,2012,daniel pudil
italy,Cesena,2012,dominique malonga
italy,Cesena,2012,eder
italy,Cesena,2012,luca ceccarelli
italy,Cesena,2012,marco parolo
italy,Cesena,2012,marko livaja
italy,Cesena,2012,raphael martinho
italy,Cesena,2012,steve von bergen
italy,Cesena,2012,vangelis moras
italy,Cesena,2012,yohan benalouane
italy,Chievo Verona,2012,alberto paloschi
italy,Chievo Verona,2012,christian puggioni
italy,Chievo Verona,2012,fernando uribe
italy,Chievo Verona,2012,francesco acerbi
italy,Chievo Verona,2012,gennaro sardo
italy,Chievo Verona,2012,luca rigoni
italy,Chievo Verona,2012,luciano
italy,Chievo Verona,2012,marco andreolli
italy,Chievo Verona,2012,michael bradley
italy,Chievo Verona,2012,nicolas frey
italy,Chievo Verona,2012,paolo sammarco
italy,Chievo Verona,2012,perparim hetemaj
italy,Chievo Verona,2012,sergio pellissier
italy,Chievo Verona,2012,stefano sorrentino
france,Dijon FCO,2012,abdoulaye bamba
france,Dijon FCO,2012,baptiste reynet
france,Dijon FCO,2012,benjamin corgnet
france,Dijon FCO,2012,bennard kumordzi
france,Dijon FCO,2012,christophe mandanne
france,Dijon FCO,2012,daisuke matsui
france,Dijon FCO,2012,samuel souprayen
france,Dijon FCO,2012,thomas guerbert
france,Dijon FCO,2012,zakaria diallo
spain,Espanyol,2012,cristian gamboa
spain,Espanyol,2012,jordi amat
spain,Espanyol,2012,juan forlin
spain,Espanyol,2012,kalu uche
spain,Espanyol,2012,kiko casilla
spain,Espanyol,2012,rui fonte
spain,Espanyol,2012,thievy
france,Evian Thonon Gaillard,2012,adrien thomasson
france,Evian Thonon Gaillard,2012,daniel wass
france,Evian Thonon Gaillard,2012,florian marange
france,Evian Thonon Gaillard,2012,jonathan mensah
france,Evian Thonon Gaillard,2012,quentin westberg
france,Evian Thonon Gaillard,2012,stephan andersen
france,Evian Thonon Gaillard,2012,thomas kahlenberg
germany,FC Augsburg,2012,akaki gogia
germany,FC Augsburg,2012,axel bellinghausen
germany,FC Augsburg,2012,daniel baier
germany,FC Augsburg,2012,hajime hosogai
germany,FC Augsburg,2012,marcel de jong
germany,FC Augsburg,2012,matthias ostrzolek
germany,FC Augsburg,2012,patrick rakovsky
germany,FC Augsburg,2012,paul verhaegh
germany,FC Augsburg,2012,sebastian langkamp
germany,FC Augsburg,2012,tobias werner
germany,FC Cologne,2012,adam matuschyk
germany,FC Cologne,2012,christian clemens
germany,FC Cologne,2012,christopher buchtmann
germany,FC Cologne,2012,lukas podolski
germany,FC Cologne,2012,mato jajalo
germany,FC Cologne,2012,michael rensing
germany,FC Cologne,2012,mikael ishak
germany,FC Cologne,2012,odise roshi
germany,FC Cologne,2012,sascha riether
germany,FC Cologne,2012,tomoaki makino
italy,Fiorentina,2012,alessandro gamberini
italy,Fiorentina,2012,alessio cerci
italy,Fiorentina,2012,andrea lazzari
italy,Fiorentina,2012,antonio rosati
italy,Fiorentina,2012,artur boruc
italy,Fiorentina,2012,boadu maxwell acosty
italy,Fiorentina,2012,felipe
italy,Fiorentina,2012,khouma babacar
italy,Fiorentina,2012,lorenzo de silvestri
italy,Fiorentina,2012,manuel pasqual
italy,Fiorentina,2012,marco marchionni
italy,Fiorentina,2012,mattia cassani
italy,Fiorentina,2012,michele camporese
italy,Fiorentina,2012,neto
italy,Fiorentina,2012,nicola murru
italy,Fiorentina,2012,riccardo montolivo
italy,Fiorentina,2012,santiago silva
italy,Fiorentina,2012,sebastian eriksson
italy,Fiorentina,2012,valon behrami
italy,Genoa,2012,alexander merkel
italy,Genoa,2012,andreas granqvist
italy,Genoa,2012,cesare bovo
italy,Genoa,2012,emiliano moretti
italy,Genoa,2012,fernando belluschi
italy,Genoa,2012,giandomenico mesto
italy,Genoa,2012,juraj kucka
italy,Genoa,2012,luca antonelli
italy,Genoa,2012,mario sampirisi
italy,Genoa,2012,masahudu alhassan
italy,Genoa,2012,miguel veloso
italy,Genoa,2012,rodrigo palacio
italy,Genoa,2012,valter birsa
spain,Getafe,2012,diego castro
spain,Getafe,2012,hugo fraile
spain,Getafe,2012,juan rodriguez
spain,Getafe,2012,mehdi lacen
spain,Getafe,2012,miguel torres
spain,Getafe,2012,miku
spain,Getafe,2012,pablo sarabia
spain,Getafe,2012,rafa
spain,Granada,2012,fran rico
spain,Granada,2012,franco jara
spain,Granada,2012,hassan yebda
spain,Granada,2012,jaime romero
spain,Granada,2012,mikel rico
spain,Granada,2012,yohan mollo
germany,Hamburg SV,2012,dennis aogo
germany,Hamburg SV,2012,dennis diekmeier
germany,Hamburg SV,2012,eljero elia
germany,Hamburg SV,2012,heiko westermann
germany,Hamburg SV,2012,jacopo sala
germany,Hamburg SV,2012,jeffrey bruma
germany,Hamburg SV,2012,marcus berg
germany,Hamburg SV,2012,michael mancienne
germany,Hamburg SV,2012,robert tesche
germany,Hamburg SV,2012,tolgay arslan
germany,Hannover 96,2012,artur sobiech
germany,Hannover 96,2012,carlitos
germany,Hannover 96,2012,christian schulz
germany,Hannover 96,2012,christopher avevor
germany,Hannover 96,2012,daniel royer
germany,Hannover 96,2012,didier ya konan
germany,Hannover 96,2012,emanuel pogatetz
germany,Hannover 96,2012,henning hauger
germany,Hannover 96,2012,karim haggui
germany,Hannover 96,2012,konstantin rausch
germany,Hannover 96,2012,lars stindl
germany,Hannover 96,2012,manuel schmiedebach
germany,Hannover 96,2012,mohammed abdellaoue
germany,Hannover 96,2012,moritz stoppelkamp
germany,Hannover 96,2012,sebastian neumann
germany,Hertha Berlin,2012,alfredo morales
germany,Hertha Berlin,2012,christoph janker
germany,Hertha Berlin,2012,christopher avevor
germany,Hertha Berlin,2012,fabian holland
germany,Hertha Berlin,2012,fabian lustenberger
germany,Hertha Berlin,2012,matthias zimmermann
germany,Hertha Berlin,2012,patrick ebert
germany,Hertha Berlin,2012,peter niemeyer
germany,Hertha Berlin,2012,raffael
germany,Hertha Berlin,2012,sascha burchert
germany,Hertha Berlin,2012,sebastian neumann
germany,Hertha Berlin,2012,thomas kraft
germany,Hertha Berlin,2012,tunay torun
italy,Internazionale,2012,andrea poli
italy,Internazionale,2012,andrea ranocchia
italy,Internazionale,2012,angelo palombo
italy,Internazionale,2012,esteban cambiasso
italy,Internazionale,2012,giampaolo pazzini
italy,Internazionale,2012,joel obi
italy,Internazionale,2012,luc castaignos
italy,Internazionale,2012,maicon
italy,Internazionale,2012,marco davide faraoni
italy,Internazionale,2012,ricardo alvarez
italy,Internazionale,2012,thiago motta
italy,Internazionale,2012,wesley sneijder
italy,Internazionale,2012,yuto nagatomo
italy,Juventus,2012,alessandro matri
italy,Juventus,2012,andrea barzagli
italy,Juventus,2012,andrea pirlo
italy,Juventus,2012,arturo vidal
italy,Juventus,2012,claudio marchisio
italy,Juventus,2012,eljero elia
italy,Juventus,2012,emanuele giaccherini
italy,Juventus,2012,fabio quagliarella
italy,Juventus,2012,gianluigi buffon
italy,Juventus,2012,giorgio chiellini
italy,Juventus,2012,leonardo bonucci
italy,Juventus,2012,luca marrone
italy,Juventus,2012,marcelo estigarribia
italy,Juventus,2012,marco storari
italy,Juventus,2012,paolo de ceglie
italy,Juventus,2012,simone pepe
italy,Juventus,2012,stephan lichtsteiner
germany,Kaiserslautern,2012,andrew wooten
germany,Kaiserslautern,2012,ariel borysiuk
germany,Kaiserslautern,2012,christian tiffert
germany,Kaiserslautern,2012,clemens walch
germany,Kaiserslautern,2012,florian dick
germany,Kaiserslautern,2012,julian derstroff
germany,Kaiserslautern,2012,kevin trapp
germany,Kaiserslautern,2012,konstantinos fortounis
germany,Kaiserslautern,2012,thanos petsos
germany,Kaiserslautern,2012,tobias sippel
germany,Kaiserslautern,2012,willi orban
italy,Lazio,2012,abdoulay konko
italy,Lazio,2012,albano bizzarri
italy,Lazio,2012,cristian ledesma
italy,Lazio,2012,federico marchetti
italy,Lazio,2012,luis pedro cavanda
italy,Lazio,2012,nicola belmonte
italy,Lazio,2012,stefano mauri
italy,Lecce,2012,andrea bertolacci
italy,Lecce,2012,andrea esposito
italy,Lecce,2012,christian puggioni
italy,Lecce,2012,cristian pasquato
italy,Lecce,2012,daniele corvia
italy,Lecce,2012,davide brivio
italy,Lecce,2012,ignacio piatti
italy,Lecce,2012,luca di matteo
italy,Lecce,2012,luis muriel
spain,Levante,2012,david navarro
spain,Levante,2012,gustavo cabral
spain,Levante,2012,keylor navas
spain,Levante,2012,nabil el zhar
spain,Levante,2012,nano
spain,Levante,2012,xavi torres
france,Lille,2012,david rozehnal
france,Lille,2012,dimitri payet
france,Lille,2012,eden hazard
france,Lille,2012,florent balmont
france,Lille,2012,gianni bruno
france,Lille,2012,lucas digne
france,Lille,2012,mathieu debuchy
france,Lille,2012,mauro cetto
france,Lille,2012,moussa sow
france,Lille,2012,rio mavuba
france,Lille,2012,ronny rodelin
france,Lille,2012,yoric ravet
france,Lorient,2012,arnold mvuemba
france,Lorient,2012,benjamin lecomte
france,Lorient,2012,gilles sunu
france,Lorient,2012,joel campbell
france,Lorient,2012,lamine gassama
france,Lorient,2012,mathias autret
france,Lorient,2012,mathieu coutadeur
france,Lorient,2012,pedrinho
france,Lorient,2012,sigamary diarra
france,Lorient,2012,wesley lautoa
france,Lorient,2012,yann jouffre
france,Lyon,2012,alexandre lacazette
france,Lyon,2012,aly cissokho
france,Lyon,2012,cris
france,Lyon,2012,dejan lovren
france,Lyon,2012,ederson
france,Lyon,2012,hugo lloris
france,Lyon,2012,ishak belfodil
france,Lyon,2012,jimmy briand
france,Lyon,2012,maxime gonalons
france,Lyon,2012,mouhamadou dabo
france,Lyon,2012,samuel umtiti
france,Lyon,2012,yoann gourcuff
germany,Mainz,2012,elkin soto
germany,Mainz,2012,jan kirchhoff
germany,Mainz,2012,julian baumgartlinger
germany,Mainz,2012,julian korb
germany,Mainz,2012,marcel risse
germany,Mainz,2012,marco caligiuri
germany,Mainz,2012,niko bungert
germany,Mainz,2012,sami allagui
spain,Malaga,2012,diego buonanotte
spain,Malaga,2012,duda
spain,Malaga,2012,eliseu
spain,Malaga,2012,isco
spain,Malaga,2012,juanmi
spain,Malaga,2012,nacho monreal
spain,Malaga,2012,portillo
spain,Malaga,2012,recio
spain,Malaga,2012,willy caballero
spain,Mallorca,2012,casado
spain,Mallorca,2012,gonzalo castro
spain,Mallorca,2012,sergio tejera
spain,Mallorca,2012,tomer hemed
france,Marseille,2012,abdoulaye diallo
france,Marseille,2012,alou diarra
france,Marseille,2012,jonathan mensah
france,Marseille,2012,jordan ayew
france,Marseille,2012,mathieu valbuena
france,Marseille,2012,morgan amalfitano
france,Marseille,2012,nicolas nkoulou
france,Marseille,2012,rod fanni
france,Marseille,2012,steed malbranque
france,Marseille,2012,steve mandanda
france,Marseille,2012,wesley jobello
france,Montpellier,2012,abdelhamid el kaoutari
france,Montpellier,2012,benjamin stambouli
france,Montpellier,2012,geoffrey jourdren
france,Montpellier,2012,henri bedimo
france,Montpellier,2012,hilton
france,Montpellier,2012,jamel saihi
france,Montpellier,2012,jonathan tinhan
france,Montpellier,2012,joris marveaux
france,Montpellier,2012,laurent pionnier
france,Montpellier,2012,olivier giroud
france,Montpellier,2012,richard soumah
france,Montpellier,2012,souleymane camara
italy,Napoli,2012,antonio rosati
italy,Napoli,2012,christian maggio
italy,Napoli,2012,edinson cavani
italy,Napoli,2012,eduardo vargas
italy,Napoli,2012,ezequiel lavezzi
italy,Napoli,2012,goran pandev
italy,Napoli,2012,hugo campagnaro
italy,Napoli,2012,morgan de sanctis
italy,Napoli,2012,paolo cannavaro
italy,Napoli,2012,walter gargano
france,Nice,2012,anthony mounier
france,Nice,2012,david ospina
france,Nice,2012,didier digard
france,Nice,2012,esmael
france,Nice,2012,grzegorz krychowiak
france,Nice,2012,kevin gomis
france,Nice,2012,larrys mabiala
france,Nice,2012,lloyd palun
france,Nice,2012,renato civelli
italy,Novara,2012,andrea lisuzzo
italy,Novara,2012,gabriel silva
italy,Novara,2012,ivan radovanovic
italy,Novara,2012,mathieu flamini
italy,Novara,2012,michel morganella
italy,Novara,2012,pablo granoche
italy,Novara,2012,riccardo meggiorini
italy,Novara,2012,samir ujkani
italy,Novara,2012,takayuki morimoto
germany,Nurnberg,2012,albert bunjaku
germany,Nurnberg,2012,alexander esswein
germany,Nurnberg,2012,almog cohen
germany,Nurnberg,2012,daniel didavi
germany,Nurnberg,2012,dominic maroh
germany,Nurnberg,2012,dominik kohr
germany,Nurnberg,2012,javier pinola
germany,Nurnberg,2012,jens hegeler
germany,Nurnberg,2012,markus feulner
germany,Nurnberg,2012,marvin plattenhardt
germany,Nurnberg,2012,mike frantz
germany,Nurnberg,2012,patrick rakovsky
germany,Nurnberg,2012,philipp wollscheid
germany,Nurnberg,2012,timm klose
germany,Nurnberg,2012,timmy simons
germany,Nurnberg,2012,willi orban
germany,Nurnberg,2012,wilson kamavuaka
spain,Osasuna,2012,jukka raitala
spain,Osasuna,2012,kike sola
spain,Osasuna,2012,nino
spain,Osasuna,2012,roberto torres
spain,Osasuna,2012,roland lamah
spain,Osasuna,2012,sergi roberto
spain,Osasuna,2012,sergio
italy,Palermo,2012,afriyie acquah
italy,Palermo,2012,agon mehmeti
italy,Palermo,2012,andrea mantovani
italy,Palermo,2012,edgar barreto
italy,Palermo,2012,emiliano viviano
italy,Palermo,2012,eros pisano
italy,Palermo,2012,francesco benussi
italy,Palermo,2012,francesco della rocca
italy,Palermo,2012,giulio migliaccio
italy,Palermo,2012,ignacio lores varela
italy,Palermo,2012,massimo donati
italy,Palermo,2012,mauro cetto
france,Paris Saint-Germain,2012,alex
france,Paris Saint-Germain,2012,blaise matuidi
france,Paris Saint-Germain,2012,christophe jallet
france,Paris Saint-Germain,2012,guillaume hoarau
france,Paris Saint-Germain,2012,javier pastore
france,Paris Saint-Germain,2012,mamadou sakho
france,Paris Saint-Germain,2012,mathieu bodmer
france,Paris Saint-Germain,2012,maxwell
france,Paris Saint-Germain,2012,salvatore sirigu
france,Paris Saint-Germain,2012,sylvain armand
france,Paris Saint-Germain,2012,thiago motta
italy,Parma,2012,antonio mirante
italy,Parma,2012,cristian zaccardo
italy,Parma,2012,danilo pereira
italy,Parma,2012,gabriel paletta
italy,Parma,2012,jonathan biabiany
italy,Parma,2012,massimo gobbi
italy,Parma,2012,mcdonald mariga
italy,Parma,2012,raffaele palladino
italy,Parma,2012,rolf feltscher
italy,Parma,2012,sebastian giovinco
italy,Parma,2012,sergio floccari
italy,Parma,2012,stefano okaka
spain,Racing Santander,2012,alexandros tziolis
spain,Racing Santander,2012,bernardo
spain,Racing Santander,2012,christian
spain,Racing Santander,2012,christian stuani
spain,Racing Santander,2012,edu bedia
spain,Racing Santander,2012,khouma babacar
spain,Racing Santander,2012,lautaro acosta
spain,Rayo Vallecano,2012,alhassane bangoura
spain,Rayo Vallecano,2012,casado
spain,Rayo Vallecano,2012,dani pacheco
spain,Rayo Vallecano,2012,diego costa
spain,Rayo Vallecano,2012,javi fuego
spain,Rayo Vallecano,2012,joel robles
spain,Rayo Vallecano,2012,michu
spain,Rayo Vallecano,2012,sergio asenjo
spain,Rayo Vallecano,2012,tito
spain,Real Betis,2012,casto
spain,Real Betis,2012,fabricio
spain,Real Betis,2012,isidoro
spain,Real Betis,2012,jefferson montero
spain,Real Betis,2012,jonathan pereira
spain,Real Betis,2012,jorge molina
spain,Real Betis,2012,juanma
spain,Real Betis,2012,momo
spain,Real Betis,2012,nacho
spain,Real Betis,2012,nono
spain,Real Betis,2012,roque santa cruz
spain,Real Betis,2012,salva sevilla
spain,Real Betis,2012,vadillo
spain,Real Madrid,2012,cristiano ronaldo
spain,Real Madrid,2012,karim benzema
spain,Real Madrid,2012,marcelo
spain,Real Madrid,2012,momo
spain,Real Madrid,2012,pepe
spain,Real Madrid,2012,ricardo
spain,Real Madrid,2012,sami khedira
spain,Real Madrid,2012,sergio ramos
spain,Real Madrid,2012,xabi alonso
spain,Real Sociedad,2012,antoine griezmann
spain,Real Sociedad,2012,carlos vela
spain,Real Sociedad,2012,claudio bravo
spain,Real Sociedad,2012,markel bergara
spain,Real Sociedad,2012,mcdonald mariga
spain,Real Sociedad,2012,mikel gonzalez
spain,Real Sociedad,2012,xabi prieto
spain,Real Zaragoza,2012,abraham
spain,Real Zaragoza,2012,christian
spain,Real Zaragoza,2012,edu oriol
spain,Real Zaragoza,2012,franco zuculini
spain,Real Zaragoza,2012,juan carlos
spain,Real Zaragoza,2012,leonardo ponzio
spain,Real Zaragoza,2012,pablo barrera
spain,Real Zaragoza,2012,paulo da silva
germany,SC Freiburg,2012,anton putsila
germany,SC Freiburg,2012,carlitos
germany,SC Freiburg,2012,daniel caligiuri
germany,SC Freiburg,2012,fallou diagne
germany,SC Freiburg,2012,ivan santini
germany,SC Freiburg,2012,jan rosenthal
germany,SC Freiburg,2012,johannes flum
germany,SC Freiburg,2012,jonathan schmid
germany,SC Freiburg,2012,julian schuster
germany,SC Freiburg,2012,matthias ginter
germany,SC Freiburg,2012,michael lumb
germany,SC Freiburg,2012,oliver baumann
germany,SC Freiburg,2012,oliver sorg
germany,Schalke 04,2012,alexander baumjohann
germany,Schalke 04,2012,atsuto uchida
germany,Schalke 04,2012,christian fuchs
germany,Schalke 04,2012,christoph moritz
germany,Schalke 04,2012,jermaine jones
germany,Schalke 04,2012,joel matip
germany,Schalke 04,2012,julian draxler
germany,Schalke 04,2012,kyriakos papadopoulos
germany,Schalke 04,2012,lars unnerstall
germany,Schalke 04,2012,lewis holtby
germany,Schalke 04,2012,sergio escudero
germany,Schalke 04,2012,teemu pukki
germany,Schalke 04,2012,tim hoogland
spain,Sevilla,2012,cala
spain,Sevilla,2012,coke
spain,Sevilla,2012,deivid
spain,Sevilla,2012,diego perotti
spain,Sevilla,2012,federico fazio
spain,Sevilla,2012,fernando navarro
spain,Sevilla,2012,gary medel
spain,Sevilla,2012,javi varas
spain,Sevilla,2012,luis alberto
spain,Sevilla,2012,luna
spain,Sevilla,2012,manu del moral
italy,Siena,2012,alessandro gazzi
italy,Siena,2012,andrea rossi
italy,Siena,2012,claudio terzi
italy,Siena,2012,cristiano del grosso
italy,Siena,2012,daniele mannini
italy,Siena,2012,francesco bolzoni
italy,Siena,2012,franco brienza
italy,Siena,2012,gianluca pegolo
italy,Siena,2012,luca rossettini
italy,Siena,2012,marcelo larrondo
italy,Siena,2012,marko livaja
italy,Siena,2012,matteo contini
italy,Siena,2012,mattia destro
italy,Siena,2012,nicola belmonte
italy,Siena,2012,roberto vitiello
france,Sochaux,2012,charlie davies
france,Sochaux,2012,damien perquis
france,Sochaux,2012,edouard butin
france,Sochaux,2012,marvin martin
france,Sochaux,2012,ryad boudebouz
france,Sochaux,2012,sloan privat
france,Sochaux,2012,vincent nogueira
france,Sochaux,2012,wesley jobello
spain,Sporting Gijon,2012,de las cuevas
spain,Sporting Gijon,2012,formose mendy
spain,Sporting Gijon,2012,lora
spain,Sporting Gijon,2012,nacho cases
spain,Sporting Gijon,2012,nono
spain,Sporting Gijon,2012,pedro orfila
spain,Sporting Gijon,2012,ricardo
france,St Etienne,2012,bakary sako
france,St Etienne,2012,dimitri foulquier
france,St Etienne,2012,fabien lemoine
france,St Etienne,2012,faouzi ghoulam
france,St Etienne,2012,gonzalo bergessio
france,St Etienne,2012,idriss saadi
france,St Etienne,2012,kurt zouma
france,St Etienne,2012,max gradel
france,St Etienne,2012,steed malbranque
france,St Etienne,2012,yoric ravet
france,Stade Rennes,2012,abdoulaye diallo
france,Stade Rennes,2012,alexander tettey
france,Stade Rennes,2012,chris mavinga
france,Stade Rennes,2012,dimitri foulquier
france,Stade Rennes,2012,ibrahima tandia
france,Stade Rennes,2012,vincent pajot
france,Stade Rennes,2012,yacine brahimi
germany,TSG Hoffenheim,2012,andreas beck
germany,TSG Hoffenheim,2012,dominik kaiser
germany,TSG Hoffenheim,2012,edson braafheid
germany,TSG Hoffenheim,2012,fabian johnson
germany,TSG Hoffenheim,2012,jannik vestergaard
germany,TSG Hoffenheim,2012,knowledge musona
germany,TSG Hoffenheim,2012,marvin compper
germany,TSG Hoffenheim,2012,roberto firmino
germany,TSG Hoffenheim,2012,ryan babel
germany,TSG Hoffenheim,2012,sebastian rudy
germany,TSG Hoffenheim,2012,sven schipplock
germany,TSG Hoffenheim,2012,tom starke
